0.0052151-0.0049831i,-0.0020334+0.0040546i,-0.0037923-0.0023245i,0.016151-0.0012806i,-0.05295+0.011427i,0.78932-0.1962i,0.12799-0.026894i,-0.070935-0.0017758i,-0.10709+0.35375i,-0.10518+0.088286i,0.122-0.082824i,0.17871-0.12076i,0.017578-0.00088926i
0.021617-0.010942i,-0.024701+0.0083254i,0.029557-0.0034901i,-0.038724-0.0067049i,0.064048+0.036443i,-0.55861-0.61355i,-0.060186-0.09917i,0.034899+0.044085i,-0.26716+0.26915i,-0.053081+0.096894i,0.062072-0.049733i,0.15123+0.33597i,-0.0082249-0.15805i
-0.013924+0.015446i,0.017451-0.013809i,-0.02332+0.010619i,0.034925-0.0037212i,-0.068028-0.016471i,0.72224+0.40244i,0.095269+0.070904i,-0.055888-0.026855i,0.20711-0.33251i,0.014702-0.098384i,-0.030225+0.05083i,-0.22137-0.30503i,0.064398+0.14238i
-0.013632-0.023787i,0.010848+0.026546i,-0.0055621-0.030666i,-0.0058679+0.037978i,0.040021-0.056882i,-0.71644+0.40437i,-0.12186+0.024938i,0.059126+0.0017561i,0.337-0.028821i,0.15357+0.0077041i,-0.15934+0.0015706i,-0.15436+0.18091i,-0.058173-0.080666i
0.022038+0.016331i,-0.020451-0.019755i,0.016965+0.025254i,-0.0087365-0.035733i,-0.017188+0.064489i,0.54416-0.61215i,0.11009-0.066251i,-0.059603+0.022239i,-0.31651+0.099366i,-0.15707+0.038009i,0.16494-0.046481i,0.11857-0.17286i,0.08683+0.040257i
-0.02551-0.0064559i,0.02514+0.010074i,-0.02365-0.016243i,0.019292+0.028616i,-0.0041158-0.063948i,-0.31689+0.75245i,-0.082095+0.10204i,0.048055-0.045645i,0.28642-0.16224i,0.14211-0.08469i,-0.15115+0.094036i,-0.10052+0.15616i,-0.087206+0.011177i
0.024102-0.0024728i,-0.024827-0.0010044i,0.025302+0.007239i,-0.025046-0.020246i,0.021956+0.058433i,0.058838-0.81357i,0.041202-0.12455i,-0.026061+0.061357i,-0.2479+0.22017i,-0.10984+0.12229i,0.11862-0.13265i,0.10061-0.14489i,0.058187-0.052342i
-0.02003+0.0082017i,0.021718-0.0050747i,-0.024038-0.00074753i,0.027825+0.013217i,-0.037032-0.050426i,0.205+0.79105i,0.0050214+0.12887i,-0.00040112-0.064656i,0.19827-0.27411i,0.067598-0.14353i,-0.075577+0.15384i,-0.10932+0.14946i,-0.013983+0.067148i
0.016184-0.010762i,-0.018759+0.0081629i,0.022791-0.0031918i,-0.030344-0.0076257i,0.051002+0.04013i,-0.44975-0.68667i,-0.047524-0.11516i,0.023743+0.055675i,-0.13386+0.32066i,-0.025294+0.14741i,0.033407-0.15663i,0.11284-0.17058i,-0.024419-0.054216i
-0.014264+0.012183i,0.017656-0.010357i,-0.023206+0.0067261i,0.033989+0.0013365i,-0.064198-0.025723i,0.65106+0.50853i,0.07932+0.088339i,-0.038519-0.039129i,0.054021-0.3525i,-0.0096527-0.13908i,-0.00045622+0.14746i,-0.10143+0.19928i,0.042049+0.027006i
0.01371-0.014925i,-0.017742+0.014195i,0.02443-0.012437i,-0.037539+0.008156i,0.074347+0.0053111i,-0.78635-0.27209i,-0.097821-0.055465i,0.043829+0.021461i,0.036396+0.36171i,0.035632+0.12608i,-0.022102-0.13556i,0.074881-0.22306i,-0.038637-0.0045038i
-0.012153+0.02002i,0.016446-0.020688i,-0.023618+0.021247i,0.03772-0.0215i,-0.077258+0.020737i,0.83767+0.0008535i,0.10463+0.022378i,-0.042925-0.0071965i,-0.12787-0.34404i,-0.056364-0.11345i,0.039675+0.12688i,-0.041848+0.23399i,0.02756-0.0013885i
0.0071023-0.026137i,-0.011088+0.028324i,0.017852-0.03136i,-0.031292+0.036371i,0.069142-0.048681i,-0.79571+0.27493i,-0.10314+0.0083788i,0.040352-0.0031787i,0.20981+0.30124i,0.077032+0.10087i,-0.059418-0.12054i,0.013294-0.23352i,-0.025802-0.0065564i
0.002194+0.030211i,0.00086484-0.033737i,-0.0062751+0.038984i,0.017356-0.048281i,-0.049152+0.072405i,0.66311-0.52212i,0.095558-0.03715i,-0.03854+0.01254i,-0.27484-0.24016i,-0.09964-0.08366i,0.084392+0.11005i,0.0053692+0.23094i,0.041663+0.01333i
-0.013919-0.029258i,0.012262+0.033646i,-0.0089538-0.040425i,0.0016123+0.052868i,0.020494-0.086031i,-0.45535+0.71044i,-0.081395+0.064769i,0.036107-0.024157i,0.32103+0.16911i,0.12072+0.056945i,-0.11065-0.088488i,-0.018296-0.23633i,-0.068422-0.0024952i
0.024455+0.022265i,-0.024384-0.026879i,0.023532+0.03427i,-0.020711-0.048291i,0.010648+0.086642i,0.19824-0.81799i,0.05842-0.089923i,-0.028995+0.038484i,-0.35075-0.093816i,-0.13295-0.020128i,0.12921+0.054197i,0.036641+0.25292i,0.088212-0.03183i
-0.030301-0.01095i,0.031683+0.015193i,-0.033213-0.022284i,0.035007+0.036239i,-0.037805-0.07548i,0.077064+0.83461i,-0.025342+0.10822i,0.013683-0.051897i,0.36714+0.015634i,0.12972-0.021282i,-0.13167-0.013115i,-0.07105-0.27389i,-0.083618+0.079841i
0.029964-0.0010881i,-0.032462-0.0023791i,0.035983+0.0084678i,-0.041925-0.020929i,0.056933+0.056929i,-0.33963-0.76203i,-0.015591-0.11374i,0.0096572+0.058301i,-0.37046+0.066926i,-0.10959+0.057853i,0.11585-0.023853i,0.12414+0.28574i,0.049364-0.12125i
-0.024658+0.010308i,0.027895-0.0077989i,-0.032898+0.0031409i,0.042185+0.0067579i,-0.067572-0.035972i,0.5629+0.61136i,0.057961+0.1022i,-0.036194-0.052652i,0.35689-0.15449i,0.07781-0.081096i,-0.087661+0.046824i,-0.18792-0.2763i,0.0036432+0.13752i
0.00077982-0.025838i,-0.0046873+0.027274i,0.011446-0.02909i,-0.025097+0.031791i,0.064037-0.037877i,-0.8169+0.14736i,-0.11469-0.0090146i,0.047373+0.0081103i,0.29595+0.1922i,0.11888+0.061779i,-0.12175-0.033152i,-0.17682+0.24411i,-0.010046-0.11971i
0.01004+0.024017i,-0.0070412-0.026645i,0.001517+0.030552i,0.010173-0.037517i,-0.044595+0.055853i,0.72075-0.40333i,0.11655-0.029823i,-0.053996+0.010156i,-0.32519-0.12106i,-0.14089-0.02778i,0.14216+0.0024142i,0.12211-0.25126i,0.05665+0.10465i
-0.018304-0.017573i,0.016484+0.020909i,-0.012726-0.026246i,0.0041764+0.036432i,0.022124-0.064672i,-0.54873+0.61215i,-0.10356+0.069699i,0.051609-0.032633i,0.34093+0.049178i,0.14964-0.01592i,-0.14994+0.039747i,-0.076314+0.23893i,-0.089295-0.064333i
0.022137+0.0090252i,-0.021528-0.012614i,0.019745+0.018685i,-0.015015-0.030844i,-0.00063458+0.065751i,0.32127-0.75387i,0.074946-0.1034i,-0.037866+0.053458i,-0.34551+0.02411i,-0.14041+0.061405i,0.13891-0.084636i,0.048707-0.21715i,0.09363+0.013402i
-0.021848-0.0013414i,0.02235+0.004851i,-0.022535-0.011064i,0.021889+0.023951i,-0.018262-0.061833i,-0.062211+0.81639i,-0.034484+0.12364i,0.014897-0.066018i,0.33762-0.10058i,0.11455-0.099023i,-0.11023+0.12111i,-0.039081+0.19971i,-0.069734+0.027221i
0.019555-0.0037521i,-0.021065+0.00054273i,0.023131+0.0053243i,-0.026548-0.017765i,0.035205+0.054793i,-0.20337-0.79466i,-0.010261-0.1262i,0.011211+0.066378i,-0.31271+0.17948i,-0.079157+0.12218i,0.072065-0.14156i,0.037869-0.1961i,0.03229-0.04284i
-0.017696+0.0066567i,0.020153-0.0039539i,-0.02399-0.0010992i,0.031222+0.01195i,-0.051354-0.044374i,0.45013+0.68999i,0.050732+0.11182i,-0.033314-0.055349i,0.26612-0.2554i,0.043291-0.13042i,-0.035031+0.14577i,-0.032161+0.20614i,-0.0014194+0.033598i
0.017342-0.0093936i,-0.020674+0.007477i,0.026087-0.0037647i,-0.036605-0.004354i,0.066325+0.028723i,-0.65296-0.51047i,-0.080722-0.085515i,0.046741+0.037856i,-0.19694+0.31919i,-0.01315+0.12879i,0.0061994-0.1403i,0.013733-0.22078i,-0.0098438-0.013528i
-0.017446+0.014005i,0.021451-0.013224i,-0.028038+0.011413i,0.040914-0.0070839i,-0.077255-0.0063981i,0.7887+0.27206i,0.09831+0.053925i,-0.051286-0.019972i,0.11008-0.36155i,-0.010713-0.12394i,0.014426+0.13359i,0.016125+0.22846i,0.0032429+0.00066893i
0.015529-0.020889i,-0.019794+0.021551i,0.026864-0.022092i,-0.040733+0.022311i,0.079796-0.021503i,-0.83926+0.00097581i,-0.10531-0.022119i,0.050425+0.0054962i,-0.015073+0.37709i,0.032411+0.11954i,-0.032719-0.13024i,-0.04814-0.22303i,0.0068961-0.0048023i
-0.0094148+0.028184i,0.013345-0.030393i,-0.019979+0.033427i,0.03316-0.038398i,-0.070508+0.050609i,0.79573-0.27771i,0.10475-0.0080366i,-0.048342+0.0057356i,-0.077665-0.3664i,-0.05667-0.11396i,0.055355+0.128i,0.071879+0.20773i,-0.0042388+0.02094i
-0.0010921-0.032645i,-0.0018742+0.036193i,0.0071201-0.041426i,-0.017913+0.050643i,0.049187-0.074577i,-0.66149+0.52478i,-0.098154+0.037123i,0.046751-0.016779i,0.16088+0.33473i,0.084453+0.10178i,-0.08427-0.1197i,-0.083309-0.19282i,-0.017671-0.032904i
0.013691+0.031524i,-0.012154-0.035913i,0.0090294+0.042641i,-0.0019818-0.05494i,-0.01962+0.087797i,0.45263-0.7122i,0.084406-0.065658i,-0.043642+0.030502i,-0.23225-0.28837i,-0.11122-0.078146i,0.11436+0.098612i,0.088023+0.18829i,0.050174+0.024636i
-0.024614-0.024275i,0.02467+0.028863i,-0.023998-0.036161i,0.021445+0.049975i,-0.011821-0.087908i,-0.19521+0.81871i,-0.061087+0.091694i,0.034806-0.046612i,0.29294+0.23093i,0.12905+0.043034i,-0.13609-0.063863i,-0.09791-0.19651i,-0.074486+0.0082922i
0.0306+0.013014i,-0.032103-0.017212i,0.033791+0.024182i,-0.035805-0.037885i,0.038941+0.076631i,-0.079884-0.8347i,0.027244-0.11029i,-0.017155+0.060841i,-0.34393-0.16216i,-0.1314-0.0025063i,0.14128+0.022154i,0.12337+0.20981i,0.073704-0.054653i
-0.030606-0.0014081i,0.033222+0.004823i,-0.036883-0.010781i,0.042994+0.022973i,-0.058232-0.05844i,0.34231+0.76204i,0.014239+0.11541i,-0.0083688-0.066945i,0.38278+0.079912i,0.11726-0.03393i,-0.12843+0.015452i,-0.16621-0.21462i,-0.043947+0.09382i
0.014907-0.018871i,-0.019366+0.018503i,0.026658-0.017468i,-0.040754+0.014896i,0.07983-0.00714i,-0.82787-0.13338i,-0.099041-0.033974i,0.038696+0.0069358i,0.1344+0.35155i,0.061435+0.086804i,-0.070059-0.041127i,-0.20622+0.2752i,0.04325-0.12112i
-0.0056524+0.023192i,0.0097663-0.024398i,-0.016723+0.02591i,0.030539-0.028193i,-0.069551+0.033685i,0.82209-0.14336i,0.11007+0.0013556i,-0.046391+0.0051075i,-0.20593-0.3095i,-0.091087-0.071623i,0.093514+0.029463i,0.14747-0.30118i,0.00067987+0.13439i
-0.0042567-0.022749i,0.0010097+0.025196i,0.0047693-0.028845i,-0.016705+0.035429i,0.051317-0.053183i,-0.72698+0.40069i,-0.10991+0.036139i,0.049616-0.022816i,0.26597+0.25666i,0.11627+0.043515i,-0.1145-0.0042317i,-0.084996+0.30566i,-0.049953-0.12154i
0.01211+0.018217i,-0.010009-0.021437i,0.0059457+0.026581i,0.0029287-0.036447i,-0.029543+0.064151i,0.55558-0.61144i,0.095347-0.073818i,-0.044108+0.043521i,-0.316-0.19476i,-0.12942-0.0052131i,0.12385-0.03231i,0.031748-0.29004i,0.085169+0.083625i
-0.016395-0.011825i,0.015491+0.015376i,-0.013371-0.021339i,0.0082581+0.033268i,0.0078136-0.067727i,-0.32787+0.75542i,-0.066145+0.10472i,0.028154-0.061566i,0.35589+0.12262i,0.12607-0.035677i,-0.1159+0.071667i,0.0035617+0.26446i,-0.092957-0.035649i
0.017538+0.0060185i,-0.017762-0.0095727i,0.017615+0.015771i,-0.016563-0.028536i,0.012445+0.066087i,0.067531-0.81999i,0.026357-0.12216i,-0.0043025+0.070941i,-0.38193-0.038853i,-0.10768+0.070216i,0.092132-0.10344i,-0.021639-0.24211i,0.074473-0.0021867i
-0.017413-0.0019916i,0.018696+0.0053135i,-0.020471-0.011248i,0.023505+0.023666i,-0.031648-0.060484i,0.20018+0.79947i,0.016607+0.12265i,-0.021409-0.068478i,0.38769-0.054751i,0.080856-0.092676i,-0.060448+0.12102i,0.03189+0.23143i,-0.044618+0.016774i
0.017915-0.0009471i,-0.020217-0.0019037i,0.02383+0.007073i,-0.030733-0.01797i,0.05037+0.050282i,-0.44929-0.69483i,-0.054778-0.10738i,0.042362+0.055555i,-0.36725+0.15147i,-0.053617+0.10316i,0.030498-0.12499i,-0.046185-0.23137i,0.022416-0.009794i
-0.019503+0.0047174i,0.02275-0.0026555i,-0.028009-0.0011819i,0.038257+0.0093755i,-0.067512-0.033692i,0.65401+0.51422i,0.082718+0.081384i,-0.054632-0.037176i,0.31894-0.24096i,0.030838-0.10662i,-0.0079951+0.12196i,0.07115+0.23283i,-0.018847-0.0042332i
0.020723-0.010915i,-0.024693+0.01002i,0.031173-0.008107i,-0.04382+0.0037059i,0.079711+0.0097561i,-0.79065-0.27413i,-0.099075-0.050827i,0.058582+0.018986i,-0.24701+0.31292i,-0.011984+0.10888i,-0.008225-0.11962i,-0.10408-0.22527i,0.030179+0.0082691i
-0.019069+0.019375i,0.023318-0.019965i,-0.030298+0.020435i,0.043948-0.020593i,-0.082547+0.019775i,0.84108-0.0004818i,0.10577+0.02009i,-0.057779-0.0041225i,0.16023-0.36102i,-0.0074819-0.11233i,0.024491+0.12128i,0.13513+0.20418i,-0.041203+0.0054252i
0.012686-0.027843i,-0.016594+0.030011i,0.02313-0.032994i,-0.036078+0.0379i,0.072933-0.050046i,-0.79679+0.27816i,-0.10546+0.0094876i,0.056-0.0080729i,-0.068111+0.38453i,0.031961+0.11419i,-0.047092-0.12354i,-0.15438-0.1744i,0.036214-0.029852i
-0.0018223+0.03303i,0.0047517-0.036551i,-0.009884+0.041731i,0.020429-0.050855i,-0.051192+0.074637i,0.66177-0.52548i,0.099086-0.038564i,-0.05433+0.020671i,-0.022797-0.38684i,-0.061649-0.10846i,0.077067+0.11869i,0.15899+0.14697i,-0.010387+0.047892i
-0.01094-0.032467i,0.0094493+0.03683i,-0.0064441-0.04349i,-0.00035722+0.055652i,0.021462-0.08825i,-0.45254+0.71279i,-0.08514+0.067293i,0.050332-0.036069i,0.11023+0.37186i,0.09131+0.090335i,-0.10853-0.10022i,-0.15566-0.13173i,-0.02607-0.043942i
0.021892+0.025985i,-0.021995-0.030548i,0.021435+0.037765i,-0.019103-0.051399i,0.0099212+0.088977i,0.19514-0.81936i,0.061244-0.09319i,-0.039866+0.053316i,-0.1944-0.3408i,-0.11283-0.060132i,0.13175+0.067874i,0.15665+0.13036i,0.053887+0.01486i
-0.028137-0.015882i,0.029691+0.020066i,-0.031479-0.026954i,0.033679+0.040457i,-0.037177-0.078779i,0.079961+0.8359i,-0.026923+0.11101i,0.020403-0.067728i,0.27447+0.29146i,0.11996+0.024086i,-0.13902-0.028726i,-0.17191-0.13469i,-0.056964+0.027124i
0.023558-0.0046198i,-0.027777+0.0022875i,0.034444+0.0016758i,-0.047008-0.0093998i,0.081438+0.030236i,-0.74386-0.4056i,-0.080618-0.05038i,0.036476+0.0035663i,-0.091711+0.39i,0.00162+0.077054i,-0.022077-0.02155i,-0.22388+0.27602i,0.079162-0.091554i
-0.019305+0.013084i,0.02391-0.012413i,-0.031318+0.011026i,0.045461-0.008038i,-0.084438-0.00020853i,0.83223+0.14022i,0.096469+0.024407i,-0.041791+0.0049838i,0.0017463-0.39772i,-0.026933-0.079933i,0.037272+0.025704i,0.17429-0.31466i,-0.054607+0.12253i
0.011869-0.018719i,-0.016195+0.019666i,0.023343-0.020861i,-0.037294+0.022743i,0.076308-0.027723i,-0.82835+0.1378i,-0.10479+0.0072962i,0.04611-0.017457i,0.085096+0.387i,0.055792+0.072793i,-0.058431-0.02103i,-0.11128+0.33859i,0.010593-0.13939i
-0.0033484+0.020346i,0.0068659-0.022593i,-0.012907+0.025977i,0.025069-0.032197i,-0.059797+0.049439i,0.73477-0.39715i,0.10221-0.042898i,-0.045917+0.034434i,-0.16759-0.36061i,-0.081953-0.052967i,0.078478+0.0033272i,0.044619-0.34073i,0.039008+0.13016i
-0.0039534-0.018453i,0.0015378+0.02155i,0.0028472-0.026504i,-0.012031+0.036073i,0.038881-0.063301i,-0.56412+0.61053i,-0.086012+0.077797i,0.0375-0.053234i,0.24554+0.31863i,0.098134+0.0229i,-0.088621+0.025239i,0.013029+0.32279i,-0.07514-0.096567i
0.0087992+0.014827i,-0.0075633-0.018349i,0.0050895+0.02422i,0.00039239-0.035947i,-0.016803+0.070008i,0.33606-0.75737i,0.056395-0.10545i,-0.01968+0.068539i,-0.3168-0.25893i,-0.10017+0.01042i,0.08368-0.056662i,-0.053563-0.29475i,0.085473+0.053678i
-0.011597-0.011343i,0.011511+0.014965i,-0.011016-0.021177i,0.0095785+0.033851i,-0.0050567-0.07111i,-0.074177+0.8244i,-0.017553+0.11982i,-0.0047307-0.074979i,0.37566+0.17989i,0.089457-0.038991i,-0.065346+0.081471i,0.078112+0.26899i,-0.072136-0.020697i
0.013873+0.0087107i,-0.014902-0.012181i,0.016379+0.018219i,-0.019055-0.030648i,0.02678+0.067281i,-0.19591-0.80539i,-0.023382-0.11808i,0.02987+0.070076i,-0.41395-0.083583i,-0.072042+0.058062i,0.04113-0.094166i,-0.095809-0.25282i,0.05008+0.0090205i
-0.016956-0.0060418i,0.019085+0.0090868i,-0.022476-0.014415i,0.029082+0.025392i,-0.048321-0.0576i,0.44762+0.70102i,0.059063+0.10181i,-0.049675-0.055638i,0.42442-0.022755i,0.054807-0.068351i,-0.01963+0.096115i,0.11742+0.24433i,-0.037099-0.015426i
0.020757+0.0015786i,-0.023915-0.0038399i,0.029031+0.0078493i,-0.03905-0.016148i,0.067936+0.040404i,-0.65451-0.51961i,-0.084749-0.075966i,0.060889+0.03664i,-0.40426+0.12832i,-0.041304+0.074748i,0.0051998-0.093998i,-0.14802-0.23438i,0.0421+0.024946i
-0.023515+0.0058544i,0.027462-0.0047875i,-0.033861+0.0027227i,0.046328+0.0017767i,-0.081861-0.015196i,0.79247+0.27814i,0.099547+0.046246i,-0.064314-0.01829i,0.35656-0.22238i,0.029932-0.082362i,0.0044477+0.094817i,0.18358+0.21336i,-0.059434-0.021508i
0.022757-0.015648i,-0.02702+0.016107i,0.033953-0.016459i,-0.047441+0.016537i,0.085668-0.015746i,-0.84341-0.002143i,-0.10541-0.016464i,0.063511+0.0031628i,-0.28865+0.29797i,-0.015688+0.092551i,-0.016102-0.10079i,-0.21373-0.17824i,0.073067-0.00075198i
-0.0169+0.025307i,0.020837-0.027383i,-0.027334+0.030278i,0.040119-0.035111i,-0.076569+0.047246i,0.79917-0.27657i,0.10468-0.012399i,-0.061862+0.0097368i,0.20855-0.35318i,-0.0056791-0.10162i,0.035799+0.10759i,0.229+0.13519i,-0.06784+0.033084i
0.0064798-0.031607i,-0.0094421+0.035066i,0.014536-0.040174i,-0.02491+0.049215i,0.055242-0.072919i,-0.66417+0.52461i,-0.097872+0.040965i,0.059967-0.023382i,-0.12156+0.38954i,0.033921+0.10314i,-0.063979-0.10713i,-0.22748-0.095862i,0.040295-0.057643i
0.0058505+0.032344i,-0.0043253-0.03667i,0.0013561+0.043269i,0.0052792-0.055328i,-0.025954+0.087766i,0.45512-0.71268i,0.08331-0.069035i,-0.055163+0.039714i,0.029443-0.40858i,-0.063519-0.09231i,0.094347+0.093103i,0.21663+0.069899i,-0.0017746+0.059327i
-0.016619-0.02758i,0.016687+0.032136i,-0.016158-0.039306i,0.013976+0.052826i,-0.0051939-0.090168i,-0.19786+0.82038i,-0.058854+0.093759i,0.04355-0.057284i,0.067586+0.40903i,0.086511+0.069592i,-0.11732-0.065632i,-0.20875-0.058468i,-0.028365-0.036064i
