-0.028998+0.0063591i,0.032245-0.0066668i,-0.036708+0.0069464i,0.043483-0.0070778i,-0.055759+0.0065957i,0.088629-0.0027788i,-0.96475-0.17393i,-0.054189-0.047748i,0.028076+0.082554i,0.084958+0.14844i,-0.052849-0.038317i,0.071444+0.038293i,0.021412+0.086914i
-0.010385+0.0047263i,0.011859-0.0059159i,-0.014097+0.0077599i,0.017916-0.010913i,-0.025836+0.017278i,0.050281-0.035692i,-0.78687+0.53675i,-0.08509+0.04128i,0.093377+0.00015927i,0.13614+0.10873i,-0.029524-0.056644i,0.012271+0.070217i,-0.065037+0.076814i
0.0038321+0.0048347i,-0.0052351-0.0056973i,0.0074762+0.007074i,-0.011425-0.0095504i,0.01965+0.014961i,-0.044297-0.032537i,0.74175+0.58625i,0.069698+0.074375i,-0.031614-0.094747i,0.075236-0.15499i,-0.054066+0.038143i,0.072362-0.026511i,0.083156+0.02046i
0.0046309+0.00077145i,-0.0051033+0.00053729i,0.0058264-0.0027725i,-0.0071025+0.0069372i,0.009922-0.016029i,-0.019485+0.044399i,0.34059-0.87469i,0.048323-0.096906i,-0.078962+0.065872i,-0.17349-0.041561i,0.055986+0.053192i,-0.052085-0.074302i,-0.010381-0.066818i
0.0026042-0.010694i,-0.0013564+0.011084i,-0.00084134-0.011477i,0.0050382+0.011868i,-0.014395-0.012319i,0.044173+0.013531i,-0.93231-0.073486i,-0.11097-0.0078858i,0.089393+0.045943i,0.0015546+0.19167i,0.041112-0.083199i,-0.061433+0.08831i,-0.04637+0.019906i
-0.018231+0.0032272i,0.018619-0.0047126i,-0.018769+0.0071342i,0.018373-0.011501i,-0.016555+0.020863i,0.0094466-0.050019i,0.19707+0.91622i,0.036525+0.10324i,0.006029-0.092226i,0.19951-0.059952i,-0.10805-0.0088047i,0.12117+0.023844i,0.017096+0.037942i
0.016048+0.019952i,-0.018035-0.020048i,0.020905+0.019653i,-0.025545-0.018172i,0.034625+0.01386i,-0.061152+0.0013866i,0.82758-0.45621i,0.07482-0.07039i,-0.074765+0.025782i,-0.12864-0.18317i,0.040422+0.11393i,-0.034187-0.13131i,0.04364-0.019288i
0.011273-0.029466i,-0.010567+0.031875i,0.009096-0.035044i,-0.0060212+0.039654i,-0.0011328-0.047756i,0.024+0.06938i,-0.68692-0.66665i,-0.083648-0.036784i,0.039107+0.048072i,-0.13506+0.19174i,0.090623-0.090733i,-0.10691+0.094069i,-0.038086-0.050412i
-0.035286+0.0060973i,0.0376-0.0079891i,-0.04044+0.010905i,0.044216-0.015866i,-0.050154+0.02587i,0.06438-0.055048i,-0.43767+0.86685i,-0.0038744+0.07669i,0.027066-0.034674i,0.23031+0.060655i,-0.12234-0.042137i,0.1327+0.052501i,-0.04017+0.069433i
0.024732+0.028867i,-0.027749-0.030339i,0.031971+0.031988i,-0.038514-0.033895i,0.050629+0.036334i,-0.083667-0.040937i,0.97096+0.15527i,0.059673-0.014228i,-0.023534-0.021068i,-0.022636-0.23295i,0.01451+0.12325i,-0.012345-0.1359i,0.094988+0.0040953i
0.012298-0.035925i,-0.01234+0.039499i,0.012133-0.044317i,-0.011409+0.051476i,0.0094436-0.06418i,-0.0032001+0.097597i,-0.15277-0.97935i,-0.018221-0.045587i,-0.028084+0.019477i,-0.2022+0.094291i,0.096433-0.058889i,-0.10659+0.063981i,-0.048988-0.094142i
-0.035051+0.0067907i,0.03835-0.0082923i,-0.042753+0.010466i,0.04923-0.013909i,-0.060628+0.020285i,0.090533-0.037043i,-0.88577+0.44949i,-0.041756+0.017562i,0.029743+0.036683i,0.1413+0.15245i,-0.078903-0.057425i,0.088053+0.062242i,-0.058524+0.096266i
0.020013+0.02425i,-0.022651-0.026569i,0.026293+0.0297i,-0.03181-0.034386i,0.041652+0.042841i,-0.066998-0.065816i,0.69807+0.70156i,0.023093+0.045493i,0.034151-0.050316i,0.1008-0.16376i,-0.024241+0.076866i,0.02342-0.086537i,0.11449-0.00099901i
0.010661-0.023362i,-0.011724+0.026454i,0.01322-0.030742i,-0.015593+0.03728i,0.020218-0.049073i,-0.03402+0.080007i,0.4524-0.87169i,0.04679-0.039054i,-0.068931-0.015331i,-0.1719-0.057104i,0.066066+0.0062562i,-0.073983-0.0012035i,-0.059806-0.094412i
-0.011926-0.0014045i,0.012886+0.00036853i,-0.014245+0.0014869i,0.016452-0.0050786i,-0.020948+0.013164i,0.035121-0.038997i,-0.48441+0.80653i,-0.054285+0.092939i,0.080141-0.06518i,0.17205+0.043947i,-0.05022-0.056687i,0.028068+0.079513i,-0.10315+0.050852i
0.006836+0.008846i,-0.0084065-0.0092942i,0.01092+0.0098619i,-0.015395-0.010702i,0.02491+0.012363i,-0.054342-0.017947i,0.92152+0.21806i,0.096549+0.028816i,-0.075605-0.062542i,-0.013543-0.17428i,-0.030124+0.060345i,0.056689-0.046743i,0.094338+0.067361i
0.0016915-0.0091407i,-0.0013792+0.010808i,0.00086717-0.013421i,9.3427e-06+0.018004i,-0.0016526-0.027665i,0.0055464+0.057548i,-0.073244-0.94518i,0.0065598-0.099843i,-0.046433+0.088576i,-0.15692+0.061047i,0.058317+0.011122i,-0.053207-0.039451i,0.014856-0.1091i
-0.0051719+0.0032422i,0.0064725-0.0041746i,-0.0085989+0.0055985i,0.012478-0.0079811i,-0.020959+0.01264i,0.048061-0.025514i,-0.87503+0.35474i,-0.10294+0.019518i,0.10359+0.0233i,0.094547+0.13197i,0.0017509-0.056163i,-0.029949+0.059952i,-0.093142+0.031565i
0.0019517-0.00038676i,-0.0031026-0.00035533i,0.0049576+0.0017177i,-0.0082387-0.0044444i,0.015054+0.010861i,-0.035254-0.032584i,0.59562+0.7237i,0.052827+0.098789i,-0.011214-0.11207i,0.10798-0.1198i,-0.061484+0.0063745i,0.074511+0.018889i,0.055553+0.060739i
-0.0014814+0.0042317i,0.0011285-0.0032198i,-0.00039091+0.0013825i,-0.0012285+0.0021876i,0.0053252-0.010193i,-0.020061+0.0355i,0.51305-0.77576i,0.079008-0.088516i,-0.1038+0.052149i,-0.14555-0.084069i,0.024379+0.070924i,-0.005793-0.092186i,0.03195-0.056688i
0.0094981-0.0046193i,-0.0086764+0.0049348i,0.0069755-0.0054077i,-0.0033829+0.0062497i,-0.0051574-0.0081891i,0.033364+0.0152i,-0.88649-0.266i,-0.11506-0.041248i,0.086924+0.075071i,-0.051458+0.17465i,0.07204-0.056132i,-0.098256+0.04769i,-0.048775-0.018809i
-0.014938-0.0077465i,0.015432+0.0068331i,-0.015867-0.0050221i,0.016154+0.0012782i,-0.01609+0.0075418i,0.015101-0.036691i,-0.0013553+0.92602i,0.0071206+0.12115i,0.03285-0.10287i,0.19963+0.0014055i,-0.093223-0.052371i,0.096351+0.078318i,-0.017779+0.048374i
0.002814+0.022463i,-0.0041995-0.022987i,0.0064763+0.023224i,-0.010619-0.022788i,0.019586+0.020555i,-0.047799-0.01144i,0.89356-0.26589i,0.10326-0.05192i,-0.095502+0.0083419i,-0.066043-0.20604i,-0.0094035+0.11876i,0.029593-0.13172i,0.061763+0.01367i
0.020811-0.017902i,-0.020887+0.019903i,0.020419-0.02274i,-0.018743+0.027242i,0.013899-0.035925i,0.0032723+0.061071i,-0.51996-0.78704i,-0.079921-0.068518i,0.034817+0.071723i,-0.18166+0.13886i,0.11769-0.045669i,-0.13592+0.034836i,-0.0078415-0.079623i
-0.029561-0.0086968i,0.031881+0.0078057i,-0.034889-0.0060948i,0.039192+0.0026703i,-0.046622+0.0051053i,0.066205-0.029664i,-0.60626+0.7399i,-0.03085+0.086316i,0.045688-0.041828i,0.19795+0.12522i,-0.093286-0.086673i,0.092152+0.10463i,-0.083302+0.047995i
0.0088873+0.031156i,-0.010953-0.033144i,0.014078+0.035551i,-0.019313-0.038694i,0.029748+0.043541i,-0.059975-0.055011i,0.89996+0.35924i,0.076895+0.0028351i,-0.035913-0.029942i,0.048735-0.2272i,-0.036844+0.11663i,0.050234-0.12252i,0.091803+0.058428i
0.021624-0.023645i,-0.022595+0.026596i,0.023614-0.030739i,-0.024661+0.037187i,0.025732-0.049197i,-0.027163+0.082199i,0.066911-0.97559i,-0.011339-0.063491i,-0.027809+0.029866i,-0.22206+0.028439i,0.1112-0.01264i,-0.12004+0.0054504i,0.0064143-0.11651i
-0.029128-0.0060744i,0.032291+0.0056754i,-0.036621-0.0049092i,0.043182+0.0034143i,-0.055092-0.00019841i,0.087202-0.0090343i,-0.95219+0.23799i,-0.055815+0.017137i,0.033808+0.032106i,0.089845+0.19105i,-0.045904-0.086418i,0.044021+0.094823i,-0.10615+0.054304i
0.0076246+0.024594i,-0.0092531-0.027246i,0.011623+0.030882i,-0.015406-0.036405i,0.022495+0.046497i,-0.041434-0.074063i,0.51824+0.83132i,0.024467+0.055263i,0.030945-0.048408i,0.14932-0.12983i,-0.05853+0.059027i,0.064905-0.060436i,0.098458+0.062259i
0.014998-0.013946i,-0.016713+0.016299i,0.01911-0.01966i,-0.022848+0.024946i,0.029917-0.03477i,-0.050091+0.061148i,0.63052-0.74194i,0.054829-0.039738i,-0.064843-0.016539i,-0.15398-0.10875i,0.060399+0.039555i,-0.06355-0.043878i,0.0035946-0.10889i
-0.0048371-0.0028826i,0.0055696+0.0019446i,-0.0068063-0.00026598i,0.0091696-0.002959i,-0.014642+0.010122i,0.033288-0.03257i,-0.63771+0.68448i,-0.084872+0.075805i,0.10567-0.042287i,0.1429+0.075128i,-0.017787-0.058727i,-0.016432+0.069158i,-0.1177-0.0043029i
0.0036404+0.0043507i,-0.005056-0.0047193i,0.0073689+0.0053448i,-0.011543-0.0065814i,0.020467+0.0096099i,-0.047995-0.020658i,0.85097+0.40351i,0.088998+0.060044i,-0.061046-0.090092i,0.025136-0.15805i,-0.042049+0.033443i,0.061284-0.0048847i,0.050724+0.10523i
-0.0012201-0.0061195i,0.0015263+0.007681i,-0.0018818-0.010192i,0.0022408+0.014684i,-0.0023431-0.024275i,0.00037822+0.054061i,0.1256-0.93491i,0.037678-0.09993i,-0.075746+0.08064i,-0.15294+0.020756i,0.037086+0.028712i,-0.015794-0.055159i,0.066189-0.086946i
-0.0022441+0.0062612i,0.0034857-0.0072028i,-0.0056049+0.0084963i,0.0095997-0.01041i,-0.018525+0.013631i,0.047337-0.020938i,-0.92556+0.16331i,-0.11105-0.011629i,0.10326+0.054962i,0.055185+0.13761i,0.024125-0.039135i,-0.05603+0.027163i,-0.094062-0.020299i
0.0055286-0.004897i,-0.006738+0.0042581i,0.0085388-0.0029132i,-0.011484-7.3571e-06i,0.017141+0.0072129i,-0.032622-0.032156i,0.42994+0.82776i,0.023406+0.11705i,0.021161-0.12232i,0.12213-0.081077i,-0.049341-0.022533i,0.048879+0.056886i,0.012776+0.078855i
-0.0090833+0.001759i,0.008961-0.00071897i,-0.0083511-0.0010619i,0.0065885+0.004366i,-0.0015522-0.011492i,-0.017487+0.033232i,0.65857-0.64891i,0.10853-0.065592i,-0.12656+0.024177i,-0.10742-0.10874i,-0.011931+0.068077i,0.044073-0.080131i,0.058899-0.025808i
0.011027+0.005588i,-0.010352-0.0056073i,0.0088633+0.0053562i,-0.0056206-0.0044266i,-0.0021975+0.0014692i,0.02809+0.010557i,-0.80615-0.43967i,-0.10482-0.079429i,0.070212+0.10825i,-0.090112+0.14051i,0.0846-0.015986i,-0.10761-0.0085663i,-0.027217-0.049293i
-0.0051102-0.015336i,0.0053201+0.014842i,-0.0056005-0.013502i,0.0060727+0.010296i,-0.007199-0.0021254i,0.011701-0.026002i,-0.19056+0.8964i,-0.032795+0.12779i,0.069586-0.10229i,0.17692+0.055165i,-0.057941-0.083743i,0.04517+0.11322i,-0.051795+0.033107i
-0.010224+0.017187i,0.0094827-0.017691i,-0.0078792+0.018065i,0.0043954-0.018133i,0.0040786+0.017425i,-0.032691-0.014092i,0.91742-0.073442i,0.12601-0.019186i,-0.1107-0.022836i,-0.0016496-0.20355i,-0.056532+0.099053i,0.086284-0.099285i,0.053903+0.053995i
0.023094-0.0029646i,-0.023555+0.0043025i,0.023658-0.0064904i,-0.022934+0.010464i,0.020014-0.019073i,-0.0086186+0.046264i,-0.33802-0.86588i,-0.061327-0.10126i,0.016312+0.096685i,-0.2049+0.074069i,0.12103+0.0073955i,-0.13199-0.031691i,0.039105-0.085151i
-0.017619-0.01851i,0.019527+0.018377i,-0.022207-0.017624i,0.026426+0.015517i,-0.034522-0.0098884i,0.057968-0.0094242i,-0.73828+0.5848i,-0.064733+0.083709i,0.071536-0.037718i,0.14537+0.17285i,-0.047177-0.11324i,0.031592+0.13026i,-0.10914+0.00054224i
-0.0052491+0.025951i,0.0041079-0.027971i,-0.0020842+0.030577i,-0.0017658-0.034293i,0.010228+0.040715i,-0.036454-0.057788i,0.78928+0.5365i,0.08664+0.030368i,-0.042158-0.049368i,0.11239-0.19673i,-0.079201+0.087819i,0.09733-0.081033i,0.05583+0.10646i
0.023903-0.0098649i,-0.02537+0.012009i,0.027121-0.015233i,-0.029375+0.020609i,0.032823-0.031296i,-0.041135+0.062247i,0.27381-0.92449i,0.0067812-0.079072i,-0.038355+0.039536i,-0.21711-0.039343i,0.10329+0.034186i,-0.10312-0.050086i,0.069689-0.10467i
-0.019398-0.013556i,0.022093+0.013958i,-0.025936-0.014266i,0.032029+0.01436i,-0.043605-0.013949i,0.076062+0.012069i,-0.96905+0.023211i,-0.071679+0.0068316i,0.041273+0.036339i,0.02844+0.20831i,-0.0044171-0.096022i,-0.0081281+0.099807i,-0.12499-0.0096352i
-0.0014481+0.019976i,0.00068923-0.022563i,0.00054536+0.026216i,-0.0027079-0.031949i,0.0070526+0.04277i,-0.019105-0.073102i,0.31936+0.91505i,0.018234+0.069418i,0.033642-0.052162i,0.18189-0.080472i,-0.078694+0.027466i,0.084718-0.017977i,0.050136+0.10825i
0.014062-0.0059769i,-0.016031+0.0075777i,0.018848-0.0099678i,-0.023345+0.013887i,0.032019-0.021436i,-0.056998+0.042202i,0.77098-0.57981i,0.068666-0.035067i,-0.067262-0.020928i,-0.11746-0.15038i,0.038177+0.064451i,-0.031436-0.072205i,0.064478-0.0871i
-0.00068363-0.00014127i,0.0013814-0.00094186i,-0.0027009+0.0026945i,0.0054174-0.0057833i,-0.011977+0.012133i,0.034655-0.030665i,-0.76586+0.53643i,-0.10531+0.047475i,0.11908-0.0087283i,0.11544+0.092603i,0.0044445-0.045597i,-0.042249+0.038314i,-0.10387-0.060657i
0.0051887+0.00097786i,-0.0067257-0.0013494i,0.0091241+0.0021204i,-0.01326-0.0038342i,0.021712+0.0082546i,-0.046674-0.024449i,0.74784+0.572i,0.068042+0.085705i,-0.033082-0.11013i,0.050253-0.13825i,-0.036624+0.010414i,0.040655+0.027193i,-0.0053046+0.11701i
-0.0046602-0.0078784i,0.004978+0.0096131i,-0.0051951-0.01231i,0.0050579+0.016974i,-0.0036558-0.0266i,-0.0040297+0.055546i,0.31761-0.88832i,0.067856-0.085769i,-0.10232+0.057961i,-0.14081-0.0076243i,0.013519+0.028731i,0.021283-0.043923i,0.098382-0.04346i
-0.0038183+0.011424i,0.0052623-0.01249i,-0.0076439+0.013774i,0.011997-0.015338i,-0.021454+0.017213i,0.051222-0.018894i,-0.93946-0.032058i,-0.10523-0.046534i,0.08804+0.088852i,0.025032+0.1311i,0.030324-0.013711i,-0.05626-0.014908i,-0.068801-0.062544i
0.012956-0.0056492i,-0.01444+0.0048986i,0.016415-0.0033513i,-0.019249+4.3624e-05i,0.023906+0.0080024i,-0.034438-0.035454i,0.25034+0.89809i,-0.014549+0.12308i,0.060948-0.11904i,0.12063-0.047664i,-0.022933-0.038568i,0.0045992+0.073318i,-0.030084+0.070081i
-0.01445-0.0061818i,0.014437+0.007559i,-0.013836-0.0096106i,0.011841+0.01297i,-0.0058965-0.01944i,-0.016791+0.037252i,0.77563-0.49973i,0.12941-0.029784i,-0.13923-0.016061i,-0.069099-0.1152i,-0.041102+0.045998i,0.080361-0.041497i,0.061207+0.013546i
0.0060965+0.015977i,-0.0052076-0.016356i,0.0035496+0.016367i,-0.00028514-0.015424i,-0.0070582+0.011623i,0.030143+0.0048112i,-0.69683-0.59167i,-0.07883-0.11447i,0.037885+0.1369i,-0.11007+0.099067i,0.07531+0.02515i,-0.08584-0.062671i,0.0097151-0.059059i
0.0078477-0.016724i,-0.008121+0.016314i,0.0082245-0.015095i,-0.0078388+0.012098i,0.0058666-0.0043989i,0.0035687-0.022047i,-0.36607+0.83272i,-0.076226+0.11843i,0.1087-0.08552i,0.13925+0.092975i,-0.012347-0.094495i,-0.017033+0.11779i,-0.070278-0.0034715i
-0.018853+0.0061102i,0.018538-0.0062419i,-0.017393+0.00636i,0.014394-0.0064942i,-0.0064155+0.006838i,-0.021715-0.008841i,0.90369+0.11456i,0.13566+0.023334i,-0.1125-0.062949i,0.053187-0.17975i,-0.088707+0.060747i,0.11946-0.043836i,0.019626+0.085791i
0.018077+0.010563i,-0.018495-0.00986i,0.018701+0.0083182i,-0.018426-0.0049381i,0.016935-0.0033402i,-0.011107+0.031462i,-0.14982-0.90576i,-0.028747-0.12637i,-0.015509+0.11377i,-0.20377+0.0097325i,0.10091+0.054642i,-0.097302-0.086397i,0.087011-0.060989i
-0.003738-0.021214i,0.0050563+0.021443i,-0.0071826-0.021223i,0.011007+0.02i,-0.019255-0.016158i,0.045299+0.0022608i,-0.83317+0.41165i,-0.097519+0.066009i,0.096149-0.019194i,0.083509+0.19747i,0.0034291-0.11627i,-0.030874+0.12353i,-0.10573-0.059475i
-0.01402+0.016098i,0.013537-0.017816i,-0.012342+0.020224i,0.0096324-0.024021i,-0.0030393+0.031344i,-0.018541-0.052773i,0.64894+0.68255i,0.083177+0.062617i,-0.036045-0.073375i,0.15849-0.14894i,-0.10252+0.045664i,0.11654-0.025213i,-0.0044404+0.13104i
0.020118+0.0011512i,-0.021675+0.00027234i,0.023692-0.0026409i,-0.026599+0.006944i,0.031739-0.016099i,-0.045915+0.043889i,0.45965-0.8342i,0.033475-0.085234i,-0.057143+0.040845i,-0.19014-0.097513i,0.076538+0.069357i,-0.063216-0.086436i,0.12071-0.059751i
-0.0098266-0.0149i,0.011964+0.015718i,-0.015185-0.016667i,0.020574+0.017858i,-0.031334-0.0197i,0.062677+0.024577i,-0.94107-0.18383i,-0.082408-0.013698i,0.044762+0.05009i,-0.031785+0.20249i,0.03352-0.085037i,-0.051466+0.077759i,-0.10775-0.075956i
-0.0052218+0.013477i,0.0050312-0.015779i,-0.0046025+0.019164i,0.0037122-0.024707i,-0.0017851+0.035594i,-0.0034451-0.067075i,0.11358+0.95324i,0.0017578+0.082229i,0.045422-0.055629i,0.19319-0.024862i,-0.07949-0.0077517i,0.077447+0.025682i,-0.015202+0.12207i
0.0098717-0.0020984i,-0.011794+0.0031408i,0.01466-0.0047557i,-0.019428+0.0074818i,0.028973-0.012825i,-0.057183+0.027503i,0.87011-0.39686i,0.08422-0.020984i,-0.072147-0.033162i,-0.068793-0.17434i,0.0065556+0.072992i,0.010599-0.076238i,0.10291-0.037056i
-0.0011363+0.004342i,0.0021045-0.0056325i,-0.0038355+0.0075046i,0.0072345-0.010457i,-0.015112+0.015861i,0.041398-0.029788i,-0.86523+0.36546i,-0.11182+0.013872i,0.11649+0.02858i,0.094764+0.10192i,0.010855-0.026128i,-0.042111+0.0013691i,-0.064891-0.10226i
0.009717+0.0010994i,-0.011525-0.001721i,0.01415+0.0029083i,-0.018346-0.0053795i,0.02627+0.011414i,-0.047888-0.032508i,0.61421+0.71923i,0.037937+0.10032i,0.0031627-0.1168i,0.065186-0.12163i,-0.020067-0.00044413i,0.0055604+0.037655i,-0.057732+0.099628i
-0.0057038-0.01349i,0.0058505+0.015614i,-0.0057232-0.018712i,0.0048647+0.023726i,-0.0017465-0.033402i,-0.011635+0.060694i,0.49825-0.80627i,0.090401-0.059601i,-0.11882+0.023446i,-0.12829-0.024962i,-0.0022623+0.014165i,0.042962-0.011656i,0.10277+0.0078405i
-0.010042+0.015424i,0.011963-0.01651i,-0.014891+0.01766i,0.019858-0.018724i,-0.029945+0.019071i,0.05991-0.014928i,-0.9165-0.22706i,-0.085254-0.077829i,0.058121+0.1168i,0.0061205+0.12053i,0.019491+0.0091478i,-0.030681-0.049618i,-0.026695-0.082635i
0.020929-0.0011352i,-0.022694-4.3218e-05i,0.024836+0.0021256i,-0.027524-0.0061378i,0.031077+0.015204i,-0.036296-0.044532i,0.060606+0.93378i,-0.053852+0.11383i,0.10009-0.099255i,0.11082-0.024825i,0.0073438-0.036563i,-0.0423+0.061727i,-0.058497+0.038942i
-0.014616-0.016941i,0.014403+0.018805i,-0.013481-0.021276i,0.010929+0.024818i,-0.0038646-0.03066i,-0.021987+0.044095i,0.86302-0.33175i,0.13571+0.013154i,-0.13559-0.062018i,-0.038937-0.10862i,-0.053793+0.01266i,0.090391+0.010997i,0.038636+0.046354i
-0.0040574+0.022447i,0.0054538-0.022958i,-0.0075879+0.022989i,0.011167-0.021797i,-0.018212+0.016998i,0.038018+0.0034618i,-0.56222-0.7205i,-0.040068-0.13825i,-0.0065098+0.15236i,-0.11278+0.060822i,0.047805+0.05491i,-0.039708-0.097349i,0.047608-0.04327i
0.019484-0.011198i,-0.020173+0.010485i,0.020593-0.0089777i,-0.020237+0.0057903i,0.017424+0.0017087i,-0.0033946-0.025973i,-0.52555+0.73907i,-0.11433+0.092366i,0.14064-0.052081i,0.09737+0.11163i,0.030369-0.082685i,-0.071351+0.091049i,-0.063811-0.048662i
-0.020401-0.006998i,0.020126+0.0073701i,-0.019034-0.0076572i,0.01613+0.0076278i,-0.0083989-0.0064407i,-0.018659-0.00057898i,0.85662+0.29424i,0.12778+0.067906i,-0.096334-0.10359i,0.090757-0.14337i,-0.098452+0.015138i,0.12034+0.017744i,-0.031619+0.095202i
0.0079572+0.018636i,-0.0080265-0.018291i,0.0079968+0.017112i,-0.0078056-0.014072i,0.0073742+0.0060321i,-0.0068681+0.022265i,0.038714-0.91015i,0.012811-0.13669i,-0.055166+0.11543i,-0.18305-0.043321i,0.064338+0.084555i,-0.043451-0.11444i,0.11847-0.011384i
0.0076314-0.017025i,-0.0068091+0.01722i,0.0051574-0.017101i,-0.0016999+0.016308i,-0.0065575-0.013836i,0.034261+0.0053065i,-0.89239+0.22821i,-0.12096+0.034686i,0.11078+0.012089i,0.024097+0.19895i,0.045449-0.097292i,-0.077423+0.088844i,-0.070352-0.11318i
-0.01585+0.0054913i,0.015644-0.0068041i,-0.014873+0.0088773i,0.012896-0.012551i,-0.0078573+0.020403i,-0.0087984-0.045144i,0.48754+0.79585i,0.064612+0.091958i,-0.01559-0.093889i,0.18232-0.09423i,-0.10302+0.0022316i,0.10494+0.027524i,-0.071849+0.12178i
0.012986+0.0066488i,-0.014384-0.0056692i,0.016369+0.0038736i,-0.01956-0.00038958i,0.02588-0.0073398i,-0.04493+0.031291i,0.61956-0.71266i,0.062935-0.077644i,-0.078079+0.02918i,-0.1486-0.13808i,0.040064+0.085126i,-0.014606-0.094657i,0.14251+0.0062548i
-0.003648-0.011497i,0.00536+0.01241i,-0.0080739-0.01363i,0.012818+0.015489i,-0.022623-0.019058i,0.051808+0.029942i,-0.87417-0.37549i,-0.082383-0.040922i,0.038299+0.069749i,-0.081197+0.17745i,0.057948-0.058765i,-0.073079+0.038246i,-0.058619-0.1239i
-0.0039304+0.0083129i,0.0039855-0.010324i,-0.0040025+0.013402i,0.0039849-0.018632i,-0.004048+0.029239i,0.0052702-0.060579i,-0.089771+0.94886i,-0.023607+0.087712i,0.065044-0.052493i,0.1836+0.027111i,-0.062365-0.036013i,0.047375+0.055687i,-0.076793+0.09921i
0.00539-0.0029998i,-0.0071523+0.003766i,0.0099077-0.0049109i,-0.014695+0.0067595i,0.024627-0.010168i,-0.054698+0.018688i,0.92767-0.2029i,0.095687+0.0030613i,-0.073457-0.05406i,-0.017179-0.1779i,-0.024306+0.063104i,0.047466-0.054979i,0.10673+0.024059i
-0.005761+0.00766i,0.007273-0.0090045i,-0.0097027+0.010797i,0.014055-0.013341i,-0.023388+0.017377i,0.052646-0.025829i,-0.93046+0.17507i,-0.10475-0.018115i,0.098816+0.061731i,0.080876+0.10996i,0.0025148-0.010514i,-0.018877-0.025927i,-0.011644-0.11757i
0.014258+0.0053763i,-0.016272-0.0065432i,0.019022+0.0084674i,-0.023102-0.012022i,0.030145+0.01991i,-0.047408-0.045538i,0.45182+0.83938i,0.0053908+0.10179i,0.039861-0.10817i,0.076495-0.11087i,-0.0023983+0.0036328i,-0.028173+0.023367i,-0.091918+0.058954i
-0.0025216-0.020286i,0.0021873+0.02283i,-0.0013698-0.026334i,-0.00058311+0.031634i,0.0057631-0.041105i,-0.024802+0.065686i,0.66193-0.68869i,0.10079-0.027164i,-0.12052-0.016079i,-0.12065-0.0366i,-0.0037614-0.0064343i,0.040263+0.02782i,0.079739+0.05143i
-0.019048+0.015318i,0.021594-0.016123i,-0.025204+0.016796i,0.030871-0.01697i,-0.04149+0.015367i,0.07068-0.0051066i,-0.85522-0.41696i,-0.054972-0.098858i,0.018254+0.13155i,-0.0046227+0.11336i,-0.0027252+0.019741i,0.011067-0.062986i,0.017742-0.075821i
0.025732+0.0081194i,-0.027542-0.010004i,0.029576+0.012909i,-0.031785-0.017885i,0.033819+0.028073i,-0.033178-0.058518i,-0.13563+0.93263i,-0.08649+0.090307i,0.12971-0.064573i,0.10144-0.012787i,0.029805-0.017909i,-0.074647+0.025599i,-0.063405-0.0023926i
-0.0083999-0.026709i,0.0076047+0.028963i,-0.0059559-0.031728i,0.0024437+0.035272i,0.0060232-0.040194i,-0.034547+0.048591i,0.91847-0.14763i,0.12503+0.055152i,-0.11346-0.10461i,-0.021062-0.097414i,-0.046331-0.020231i,0.070342+0.05976i,5.8147e-05+0.060074i
-0.016393+0.022152i,0.018395-0.022393i,-0.021093+0.022007i,0.025033-0.020116i,-0.031701+0.013954i,0.047585+0.010269i,-0.40459-0.82407i,0.0049359-0.14511i,-0.05548+0.14875i,-0.10449+0.03352i,0.011465+0.064805i,0.016046-0.10172i,0.071261-0.0065707i
0.025825-0.00027594i,-0.026616-0.0010304i,0.027009+0.0031232i,-0.026325-0.0067768i,0.022361+0.014219i,-0.0038764-0.035737i,-0.66687+0.61788i,-0.13915+0.053183i,0.15693-0.0063101i,0.061378+0.11358i,0.058362-0.053302i,-0.1017+0.041987i,-0.03176-0.085745i
-0.014501-0.017913i,0.013861+0.018658i,-0.012393-0.019205i,0.0091653+0.019127i,-0.0014006-0.01697i,-0.024065+0.0050433i,0.77888+0.46279i,0.10231+0.1059i,-0.062583-0.13543i,0.10894-0.10482i,-0.085294-0.024942i,0.090481+0.067232i,-0.083442+0.075434i
-0.0037015+0.019173i,0.0040655-0.018779i,-0.00442+0.017533i,0.0046213-0.014415i,-0.0040886+0.0063365i,-0.00062068+0.021571i,0.22357-0.88154i,0.05574-0.12873i,-0.094326+0.098264i,-0.15132-0.078804i,0.022594+0.091466i,0.012624-0.10996i,0.12043+0.050171i
0.013287-0.0082199i,-0.012662+0.0081216i,0.011175-0.0078256i,-0.0077986+0.007174i,-0.00060581-0.0058129i,0.029283+0.0026155i,-0.91741+0.039858i,-0.12913-0.0049409i,0.10931+0.050215i,-0.02376+0.18252i,0.069438-0.06405i,-0.096338+0.039032i,-0.010843-0.14254i
-0.011535-0.0022793i,0.011264+0.001242i,-0.010551+0.00061948i,0.0089382-0.0042544i,-0.0051532+0.012572i,-0.0064216-0.03982i,0.31138+0.87603i,0.03345+0.11134i,0.016318-0.10349i,0.18514-0.042732i,-0.084014-0.031244i,0.069601+0.062026i,-0.12604+0.078817i
