0.038916-0.037016i,-0.043957+0.040462i,0.051509-0.045264i,-0.064393+0.052804i,0.091964-0.06754i,-0.1916+0.11621i,-0.78185+0.32803i,0.15234-0.029541i,-0.20987+0.019463i,-0.17416+0.052541i,0.07169-0.042571i,-0.18931+0.063046i,0.013629-0.051762i
-0.0025956+0.0068695i,0.0030956-0.0035134i,-0.0038212-0.0024118i,0.0050237+0.013988i,-0.0075612-0.041474i,0.016895+0.14784i,0.078952+0.92262i,-0.020734-0.23411i,0.046184+0.28851i,0.060816+0.080652i,-0.036198+0.029739i,0.16839-0.045764i,-0.0034111+0.070358i
0.0013047-0.0061523i,-0.0019032+0.002751i,0.0027835+0.0032239i,-0.0042323-0.014853i,0.0071824+0.04239i,-0.017324-0.14878i,-0.079179-0.92153i,0.016899+0.2334i,-0.028062-0.29045i,-0.035944-0.089344i,0.026164-0.022258i,-0.15806+0.010256i,0.0020588-0.066295i
0.00073963+0.0042362i,-0.0001005-0.00070864i,-0.000867-0.0054116i,0.0024829+0.017209i,-0.0057514-0.044941i,0.016588+0.15155i,0.080708+0.91833i,-0.014519-0.23009i,0.011404+0.28784i,0.0083126+0.097532i,-0.012878+0.013155i,0.13818+0.026452i,0.0038296+0.057845i
-0.0035709-0.0014826i,0.0029562-0.0022239i,-0.0019778+0.0085516i,0.0002857-0.020593i,0.0031914+0.048616i,-0.014587-0.15557i,-0.08367-0.91366i,0.013791+0.22489i,0.003351-0.28153i,0.021909-0.10411i,-0.0037743-0.0038417i,-0.10885-0.061401i,-0.014994-0.047601i
0.0070334-0.0017117i,-0.0065004+0.0056192i,0.0055791-0.012181i,-0.0038926+0.0245i,0.00030767-0.052859i,0.011521+0.16023i,0.087865+0.90824i,-0.014527-0.21863i,-0.016212+0.27247i,-0.054004+0.10792i,0.023206-0.0042029i,0.071333+0.091644i,0.030774+0.038325i
-0.0108+0.0050061i,0.010385-0.0091107i,-0.0095642+0.015902i,0.0079376-0.028495i,-0.0043135+0.057192i,-0.0078571-0.165i,-0.092783-0.90264i,0.01619+0.21198i,0.027605-0.2615i,0.086758-0.10808i,-0.044191+0.009767i,-0.027923-0.11473i,-0.049227-0.032258i
0.014431-0.0081889i,-0.014139+0.012471i,0.013428-0.019471i,-0.011875+0.032315i,0.0082336-0.061326i,0.0042435+0.16955i,0.097714+0.89725i,-0.018004-0.20538i,-0.038237+0.24915i,-0.11863+0.10411i,0.06508-0.012174i,-0.018347+0.12912i,0.067554+0.030575i
-0.017462+0.011217i,0.017266-0.015656i,-0.016636+0.02284i,0.015126-0.035908i,-0.011437+0.065206i,-0.0013716-0.17382i,-0.1019-0.89212i,0.019135+0.19889i,0.048897-0.23559i,0.14801-0.096099i,-0.084115+0.011419i,0.064183-0.13436i,-0.082748-0.033097i
0.0013391-0.023721i,-0.004498+0.028091i,0.0095361-0.034798i,-0.018411+0.046467i,0.037255-0.071765i,-0.10171+0.16369i,-0.47454+0.73327i,0.069945-0.15093i,0.034994+0.19123i,0.17744+0.1175i,-0.10225-0.029011i,0.1771-0.078361i,-0.056427-0.052032i
-0.00015901+0.018932i,0.0031904-0.023019i,-0.0080598+0.029396i,0.016698-0.040673i,-0.035182+0.065494i,0.098971-0.15685i,0.47669-0.74214i,-0.075421+0.16112i,-0.01759-0.20988i,-0.15807-0.12334i,0.095336+0.026581i,-0.18948+0.063059i,0.043417+0.038618i
-0.00088917-0.013476i,-0.002+0.017241i,0.0066803-0.023248i,-0.015054+0.03409i,0.033134-0.058391i,-0.096187+0.14914i,-0.47898+0.75188i,0.081274-0.17204i,-0.0011563+0.22794i,0.13739+0.12487i,-0.088095-0.021072i,0.19763-0.048049i,-0.033155-0.019221i
0.0019826+0.0077636i,0.00073606-0.011198i,-0.0051909+0.016826i,0.013251-0.02723i,-0.030865+0.051015i,0.093092-0.14118i,0.48173-0.76178i,-0.087816+0.18288i,0.021437-0.24441i,-0.11628-0.12293i,0.081344+0.013614i,-0.20206+0.032776i,0.027471-0.0035107i
-0.0031476-0.0022826i,0.000629+0.0054114i,0.0035629-0.010694i,-0.011262+0.020702i,0.028345-0.044033i,-0.089659+0.13371i,-0.48493+0.77104i,0.095038-0.19271i,-0.04306+0.25816i,0.095165+0.11861i,-0.075344-0.0056255i,0.20271-0.016407i,-0.026897+0.026331i
0.0042454-0.002496i,-0.0019443-0.00038539i,-0.0019619+0.0053926i,0.0092701-0.015093i,-0.02578+0.038083i,0.086124-0.12743i,0.48832-0.77886i,-0.10258+0.20064i,0.065416-0.26811i,-0.074026-0.113i,0.069743-0.0015239i,-0.1989-0.0017721i,0.030553-0.046092i
-0.0050026+0.0062076i,0.0029128-0.0034909i,0.00071263-0.0013396i,-0.0076329+0.010853i,0.023572-0.033655i,-0.082942+0.12287i,-0.49136+0.78465i,0.10982-0.206i,-0.087555+0.27348i,0.052425+0.10694i,-0.063683+0.0068232i,0.18945+0.021974i,-0.03637+0.060426i
0.0050775-0.0086589i,-0.0031638+0.0060129i,-0.00022062-0.0012477i,0.0067981-0.0082141i,-0.022218+0.030997i,0.080676-0.12031i,0.49341-0.78812i,-0.11594+0.20847i,0.10835-0.27392i,-0.029716-0.10083i,0.056041-0.0098482i,-0.17309-0.043653i,0.041608-0.068229i
-0.0041487+0.0098533i,0.0023474-0.0071881i,0.00086929+0.0023817i,-0.0071898+0.0071573i,0.022193-0.030083i,-0.079866+0.1197i,-0.49384+0.78933i,0.12021-0.20813i,-0.12672+0.26957i,0.0052928+0.094554i,-0.045744+0.010844i,0.14877+0.065438i,-0.04353+0.069851i
0.0020017-0.0099716i,-0.00022899+0.0072145i,-0.0029177-0.0022812i,0.0090967-0.0074384i,-0.023823+0.030637i,0.080885-0.12073i,0.4922-0.78864i,-0.12207+0.20543i,0.14182-0.26102i,0.021168-0.087561i,0.032089-0.010646i,-0.11615-0.085283i,0.040081-0.066936i
0.0014049+0.0093118i,-0.0032402-0.0064164i,0.0064235+0.0013017i,-0.012588+0.0086647i,0.027193-0.03222i,-0.08384+0.12291i,-0.48837+0.78662i,0.12133-0.20105i,-0.15322+0.24916i,-0.049522+0.079028i,-0.014977+0.010457i,0.075849+0.10081i,-0.030407+0.061965i
-0.0059119-0.0082049i,0.0078928+0.0051531i,-0.01121+0.00016398i,0.017478-0.010403i,-0.032106+0.034349i,0.088525-0.12568i,0.48255-0.78391i,-0.11818+0.19572i,0.16099-0.23495i,0.079078-0.068106i,-0.004986-0.011535i,-0.029577-0.10974i,0.015087-0.057596i
0.011177+0.0069258i,-0.013364-0.0037228i,0.016889-0.0017899i,-0.023348+0.012294i,0.03811-0.036623i,-0.094446+0.1286i,-0.47527+0.78102i,0.11322-0.19007i,-0.16563+0.21925i,-0.10865+0.054172i,0.026552+0.014868i,-0.020018+0.1104i,0.0039828+0.055989i
-0.016734-0.0056214i,0.019156+0.0022855i,-0.022923+0.0034011i,0.029619-0.014144i,-0.044577+0.038827i,0.10092-0.13142i,0.4673-0.77825i,-0.10726+0.18446i,0.16795-0.20262i,0.13674-0.037039i,-0.048045-0.02091i,0.069667-0.10205i,-0.02401-0.058246i
0.022079+0.004274i,-0.024731-0.00082245i,0.028736-0.0050166i,-0.035667+0.015972i,0.050826-0.040979i,-0.1072+0.13416i,-0.45946+0.77558i,0.10122-0.17891i,-0.16888+0.18522i,-0.16178+0.017058i,0.067675+0.029447i,-0.11596+0.085101i,0.041949+0.064131i
-0.026768-0.0027075i,0.029612-0.00085609i,-0.033815+0.006842i,0.040941-0.018003i,-0.056259+0.043324i,0.11262-0.13707i,0.45247-0.77272i,-0.095898+0.17309i,0.16923-0.16684i,0.18239+0.004908i,-0.083885-0.039626i,0.15583-0.061037i,-0.055198-0.07212i
0.010818-0.018473i,-0.015797+0.020061i,0.023683-0.022371i,-0.037634+0.0263i,0.067806-0.035008i,-0.17476+0.068933i,-0.82789+0.29308i,0.15194-0.076294i,-0.087342+0.17165i,0.088758+0.20245i,-0.077254-0.087636i,0.2037+0.0627i,-0.027872-0.076047i
-0.0072893+0.01459i,0.012018-0.015992i,-0.019598+0.018098i,0.033156-0.021809i,-0.062791+0.030297i,0.16891-0.064099i,0.83444-0.29999i,-0.16186+0.082429i,0.11178-0.17806i,-0.068862-0.19548i,0.071981+0.080855i,-0.19972-0.081664i,0.024236+0.056862i
0.0036419-0.0099978i,-0.0080953+0.011183i,0.015337-0.013056i,-0.028464+0.016521i,0.057514-0.024767i,-0.16274+0.058441i,-0.84138+0.30768i,0.17226-0.089123i,-0.13674+0.18345i,0.050035+0.18394i,-0.067855-0.070976i,0.19208+0.096632i,-0.025755-0.033824i
8.4174e-05+0.0051512i,0.0040695-0.0061226i,-0.010944+0.0077696i,0.023603-0.011002i,-0.052023+0.019035i,0.1563-0.052637i,0.84865-0.3154i,-0.18305+0.095526i,0.16193-0.18685i,-0.03266-0.16905i,0.065089+0.059419i,-0.18132-0.10839i,0.032743+0.010155i
-0.0036816-0.00050313i,-0.00016293+0.0012941i,0.0066578-0.0027579i,-0.018834+0.0058157i,0.046604-0.013714i,-0.14992+0.047361i,-0.85588+0.3224i,0.19378-0.10081i,-0.18665+0.18737i,0.016615+0.15203i,-0.063269-0.047598i,0.1673+0.11778i,-0.044091+0.011016i
0.0068073-0.0035851i,-0.0032554+0.0029173i,-0.0028782-0.0015665i,0.014592-0.0014047i,-0.041739+0.0092828i,0.14412-0.043133i,0.86247-0.3281i,-0.20374+0.10434i,0.20987-0.18435i,-0.0013538-0.1339i,0.06146+0.036604i,-0.14937-0.1253i,0.0575-0.02732i
-0.0090514+0.0069088i,0.0057438-0.0062959i,8.4158e-05+0.0049757i,-0.011401-0.001989i,0.038004-0.0059998i,-0.13955+0.040229i,-0.86767+0.33222i,0.21204-0.10582i,-0.23043+0.17756i,-0.0139+0.11524i,-0.05845-0.026975i,0.12667+0.13085i,-0.069997+0.037644i
0.010027-0.0094462i,-0.0068842+0.0088232i,0.0012702-0.0074557i,0.009759+0.0043579i,-0.03595+0.0038628i,0.13683-0.038634i,0.87079-0.33479i,-0.21787+0.10533i,0.24718-0.16723i,0.029907-0.096169i,0.053066+0.018611i,-0.098514-0.13363i,0.078625-0.042312i
-0.0094576+0.011339i,0.0063787-0.010658i,-0.00086041+0.0091846i,-0.010021-0.0059046i,0.035972-0.0026388i,-0.13641+0.038073i,-0.8713+0.33615i,0.2206-0.10328i,-0.25928+0.15399i,-0.047158+0.076365i,-0.044493-0.010849i,0.064805+0.13229i,-0.081124+0.042936i
0.0072482-0.012837i,-0.0041223+0.012072i,-0.0014297-0.010464i,0.012318+0.0069665i,-0.038217+0.0019456i,0.13845-0.038107i,0.86902-0.3368i,-0.21999+0.1003i,0.26629-0.13876i,0.065692-0.055243i,0.032516+0.002676i,-0.026283-0.12522i,0.076459-0.041952i
-0.0035115+0.014209i,0.00023435-0.013363i,0.0054731+0.011623i,-0.016513-0.0079095i,0.04254-0.0013703i,-0.1428+0.038264i,-0.8641+0.3373i,0.21621-0.097076i,-0.26829+0.12251i,-0.085005+0.0322i,-0.017618+0.006959i,-0.015354+0.11097i,-0.065057+0.041968i
-0.0014463-0.015664i,0.0049577+0.014758i,-0.010918-0.012913i,0.022228+0.0090161i,-0.048528+0.00059243i,0.14901-0.038173i,0.85705-0.3381i,-0.20979+0.094149i,0.26584-0.10606i,0.10411-0.0068585i,0.00092887-0.018828i,0.057586-0.088699i,0.048704-0.045081i
0.0071834+0.017272i,-0.010981-0.016339i,0.017256+0.014427i,-0.028909-0.010395i,0.055579+0.00051639i,-0.1564+0.037679i,-0.84859+0.33939i,0.20158-0.091785i,-0.25983+0.08993i,-0.12169-0.020732i,0.015992+0.033169i,-0.097395+0.058514i,-0.030123+0.052323i
-0.013209-0.018936i,0.017309+0.018004i,-0.02392-0.01606i,0.035946+0.011936i,-0.063023-0.0018426i,0.16426-0.036898i,0.83956-0.34105i,-0.19248+0.089896i,0.25128-0.074212i,0.13636+0.049995i,-0.031464-0.049551i,0.13173-0.021604i,0.012333-0.063372i
0.019076+0.020398i,-0.023466-0.019477i,0.030397+0.017517i,-0.042781-0.013321i,0.070258+0.0030423i,-0.17191+0.036201i,-0.83069+0.34268i,0.18334-0.088056i,-0.24113+0.05861i,-0.14693-0.079859i,0.044025+0.066915i,-0.15799-0.01982i,0.0020431+0.076608i
-0.024465-0.02129i,0.029109+0.020364i,-0.036324-0.018371i,0.049024+0.01409i,-0.076856-0.0036125i,0.17889-0.036143i,0.82249-0.34367i,-0.17473+0.085607i,0.23004-0.042547i,0.15263+0.10891i,-0.052724-0.083753i,0.17447+0.06281i,-0.011382-0.089482i
0.015988-0.009598i,-0.020762+0.0079007i,0.028283-0.0050116i,-0.04161-0.00027839i,0.070747+0.011639i,-0.17625-0.049664i,-0.8399-0.2721i,0.17065+0.033089i,-0.17232+0.084946i,-0.036993+0.22413i,-0.01838-0.12352i,0.12516+0.19234i,0.011058-0.082956i
-0.010884+0.0078281i,0.015355-0.0060897i,-0.022519+0.0031745i,0.035414+0.002109i,-0.064003-0.013388i,0.16878+0.051092i,0.84918+0.26933i,-0.18216-0.032775i,0.19591-0.07738i,0.049829-0.20612i,0.017235+0.11371i,-0.10699-0.20153i,-0.0036834+0.06439i
0.0053619-0.0054219i,-0.009495+0.0036239i,0.016262-0.00066592i,-0.02868-0.0046241i,0.056673+0.015827i,-0.16068-0.053197i,-0.85912-0.26593i,0.19428+0.032049i,-0.21923+0.068929i,-0.059301+0.18463i,-0.018717-0.10157i,0.088661+0.20421i,-0.0099022-0.044943i
0.0003259+0.0027663i,0.0034507-0.00091827i,-0.0098011-0.0020672i,0.021719+0.0073395i,-0.049094-0.018427i,0.15231+0.055398i,0.86932+0.26256i,-0.20654-0.031618i,0.24162-0.058905i,0.065666-0.16094i,0.022344+0.088497i,-0.070453-0.2016i,0.028414+0.027585i
-0.0057795-0.00016883i,0.0023503-0.0016989i,0.0035946+0.0046726i,-0.015028-0.0098752i,0.041808+0.020776i,-0.14428-0.057246i,-0.8791-0.2597i,0.21815+0.03201i,-0.26205+0.046847i,-0.069641+0.13614i,-0.027082-0.075594i,0.05201+0.1947i,-0.049364-0.014533i
0.010523-0.0022063i,-0.0073985+0.0040544i,0.0018083-0.0069671i,0.0092035+0.012037i,-0.035468-0.022668i,0.1373+0.058524i,0.88764+0.25758i,-0.22818-0.033448i,0.27933-0.032669i,0.072212-0.11092i,0.031586+0.063427i,-0.03261-0.18397i,0.069582+0.0067644i
-0.014097+0.0043637i,0.011201-0.0061575i,-0.0058756+0.0089662i,-0.0048219-0.013849i,0.030705+0.02414i,-0.13207-0.059283i,-0.89418-0.25612i,0.23573+0.035799i,-0.29234+0.016715i,-0.074378+0.085461i,-0.03452-0.05195i,0.011563+0.16929i,-0.085908-0.0038369i
0.016148-0.0064577i,-0.013378+0.0081794i,0.0081994-0.010862i,0.0023261+0.015529i,-0.028003-0.02544i,0.12914+0.059816i,0.89809+0.25497i,-0.24011-0.038616i,0.30022+0.00029017i,0.0769-0.059555i,0.034877+0.040571i,0.011407-0.14999i,0.095883+0.0040428i
-0.016499+0.0087339i,0.013742-0.01039i,-0.0085769+0.012953i,-0.0019352-0.01741i,0.027601+0.026947i,-0.12875-0.060559i,-0.8991-0.25362i,0.24098+0.041262i,-0.30254-0.01739i,-0.080102+0.032724i,-0.03223-0.028366i,-0.035869+0.12516i,-0.098282-0.0048733i
0.015183-0.011447i,-0.012329+0.01307i,0.0070482-0.01555i,0.0036038+0.019841i,-0.029447-0.029056i,0.13086+0.061966i,0.89728+0.25152i,-0.23843-0.043073i,0.29937+0.033598i,0.083785-0.0044681i,0.026837+0.014386i,0.060583-0.094041i,0.093359+0.0036731i
-0.012427+0.014772i,0.0093836-0.016413i,-0.0038807+0.018871i,-0.0070393-0.023069i,0.033218+0.032049i,-0.13509-0.064368i,-0.89302-0.24828i,0.23293+0.043547i,-0.29129-0.048108i,-0.087267-0.025482i,-0.019592+0.0020314i,-0.083605+0.056442i,-0.082745+0.001672i
0.0085993-0.018739i,-0.0053038+0.020457i,-0.00049527-0.022963i,0.011772+0.027151i,-0.038396-0.036004i,0.14088+0.067865i,0.88699+0.24377i,-0.22522-0.042479i,0.2792+0.060472i,0.089543+0.056973i,0.011818-0.021004i,0.10259-0.013025i,0.069037-0.012179i
-0.0041255+0.023194i,0.00054681-0.025041i,0.0055846+0.027658i,-0.017261-0.031915i,0.044388+0.040737i,-0.14756-0.07227i,-0.87993-0.23817i,0.21618+0.040041i,-0.26415-0.070683i,-0.089525-0.089332i,-0.0049682+0.041982i,-0.11524-0.034544i,-0.055163+0.027478i
-0.00060488-0.027812i,0.0044692+0.029819i,-0.010935-0.032588i,0.023016+0.036965i,-0.050652-0.045825i,0.15454+0.077123i,0.87251+0.23198i,-0.20658-0.036758i,0.24711+0.07916i,0.086305+0.12139i,0.00028586-0.063781i,0.11976+0.083687i,0.043678-0.045863i
0.0053176+0.032148i,-0.0094506-0.034318i,0.016232+0.037243i,-0.028693-0.041752i,0.056816+0.05067i,-0.1614-0.081773i,-0.8652-0.22591i,0.19696+0.033409i,-0.22881-0.086632i,-0.079379-0.15166i,0.0014759+0.084771i,-0.11525-0.13122i,-0.036174+0.06466i
-0.0099004-0.035721i,0.014279+0.038022i,-0.021349-0.04107i,0.034161+0.045677i,-0.062736-0.054622i,0.16798+0.085506i,0.85818+0.22076i,-0.18752-0.030858i,0.20957+0.09394i,0.068781+0.17853i,-0.0002217-0.10318i,0.10191+0.17378i,0.032927-0.080844i
0.015308-1.292e-06i,-0.017943-0.0041704i,0.02203+0.010961i,-0.02927-0.023198i,0.045384+0.049893i,-0.10597-0.14424i,-0.50549-0.7286i,0.11898+0.13124i,-0.18976-0.033061i,-0.15651+0.16987i,0.054243-0.11836i,-0.02555+0.24025i,0.049304-0.068866i
-0.0099924+0.00087415i,0.012354+0.0031919i,-0.016134-0.0098382i,0.023023+0.021867i,-0.038737-0.048234i,0.098917+0.14197i,0.51484+0.73079i,-0.12872-0.13659i,0.20499+0.051609i,0.15697-0.14658i,-0.049778+0.10811i,0.046458-0.23149i,-0.033309+0.056819i
0.0039927-0.001348i,-0.0060412-0.0026152i,0.0094695+0.0091173i,-0.015962-0.020933i,0.03123+0.046961i,-0.09097-0.14006i,-0.52509-0.73267i,0.13922+0.14174i,-0.21954-0.070518i,-0.15263+0.12205i,0.041706-0.097093i,-0.062745+0.21686i,0.011611-0.046935i
0.002284+0.0016467i,-0.00056143+0.0021993i,-0.0025036-0.0085373i,0.0085902+0.020113i,-0.02341-0.045763i,0.082725+0.13818i,0.53557+0.73461i,-0.14971-0.1471i,0.23251+0.090071i,0.14437-0.097327i,-0.031129+0.086356i,0.074762-0.1979i,0.013246+0.041188i
-0.0083386-0.0018561i,0.0069204-0.0018527i,-0.004191+0.0080006i,-0.0015265-0.019301i,0.01595+0.044528i,-0.074922-0.13619i,-0.54546-0.73674i,0.15927+0.15278i,-0.2428-0.1102i,-0.13337+0.073044i,0.019499-0.076412i,-0.083392+0.17565i,-0.038023-0.040324i
0.013672+0.0019i,-0.012503+0.0016592i,0.010042-0.0076004i,-0.0046104+0.018604i,-0.0095247-0.043376i,0.0683+0.13424i,0.55394+0.73887i,-0.16696-0.15853i,0.24935+0.13043i,0.12088-0.049355i,-0.0083041+0.067162i,0.089664-0.15052i,0.05947+0.043678i
-0.017879-0.0015612i,0.016876-0.0018557i,-0.014585+0.0075966i,0.0093207-0.018308i,0.0046754+0.042631i,-0.063454-0.13271i,-0.56035-0.74058i,0.17207+0.16384i,-0.25136-0.14995i,-0.10791+0.025981i,-0.001265-0.057962i,-0.094346+0.12232i,-0.075028-0.049339i
0.020718+0.0005409i,-0.019783+0.0027673i,0.017549-0.008346i,-0.012314+0.01881i,-0.0017146-0.042735i,0.060719+0.13209i,0.56433+0.74129i,-0.1742-0.16798i,0.24844+0.16772i,0.095088-0.0023776i,0.0085614+0.04784i,0.097638-0.090565i,0.083358+0.05462i
-0.022146+0.001457i,0.021184-0.0047171i,-0.018893+0.010203i,0.013551-0.020502i,0.0006762+0.04413i,-0.060123-0.13289i,-0.56586-0.7404i,0.17335+0.17025i,-0.24067-0.18271i,-0.082524-0.022028i,-0.013601-0.035795i,-0.099045+0.054821i,-0.08459-0.056715i
0.022309-0.0046378i,-0.021238+0.0079305i,0.018795-0.013419i,-0.013234+0.023665i,-0.0013319-0.047131i,0.061402+0.13546i,0.56526+0.73749i,-0.16991-0.17011i,0.22862+0.19413i,0.069858+0.047586i,0.017015+0.02112i,0.097453-0.015109i,0.080236+0.053396i
-0.021487+0.0090458i,0.020252-0.01246i,-0.017593+0.018055i,0.011735-0.028372i,0.0032653+0.051833i,-0.064084-0.13994i,-0.56307-0.73241i,0.16453+0.16736i,-0.21318-0.20154i,-0.056409-0.074227i,-0.019861-0.0036547i,-0.091402-0.027802i,-0.072768-0.043567i
0.020018-0.014529i,-0.01859+0.018146i,0.015683-0.023945i,-0.0094921+0.034452i,-0.0059871-0.058052i,0.067615+0.14612i,0.55993+0.72535i,-0.15797-0.16217i,0.19537+0.20501i,0.04141+0.10136i,0.023321-0.016087i,0.079487+0.07226i,0.064993+0.027565i
-0.018201+0.020749i,0.016578-0.02463i,-0.013422+0.030705i,0.0068976-0.04149i,0.0090617+0.065344i,-0.071505-0.15353i,-0.5564-0.71683i,0.15092+0.15511i,-0.17613-0.20504i,-0.024259-0.12791i,-0.028376+0.036951i,-0.060795-0.11582i,-0.059353-0.0071106i
0.016225-0.027233i,-0.014421+0.031408i,0.011032-0.037794i,-0.0041964+0.048906i,-0.012216-0.073076i,0.075443+0.16148i,0.55284+0.70762i,-0.1438-0.14703i,0.15615+0.20249i,0.0047414+0.15245i,0.035529-0.057326i,0.035255+0.15553i,0.05733-0.015063i
-0.01412+0.033458i,0.012151-0.037919i,-0.0085512+0.044613i,0.0014299-0.056049i,0.015402+0.080544i,-0.079374-0.16918i,-0.54933-0.69857i,0.13673+0.13887i,-0.13572-0.19837i,0.016849-0.17346i,-0.044648+0.075451i,-0.0038331-0.1884i,-0.059098+0.035823i
0.011759-0.038947i,-0.0096293+0.043654i,0.0058271-0.050614i,0.0015671+0.06233i,-0.018802-0.087105i,0.083497+0.17594i,0.54565+0.69046i,-0.12948-0.1315i,0.11474+0.19361i,-0.039709+0.18959i,0.054958-0.089753i,-0.0315+0.21185i,0.063498-0.052339i
